2025-08-31T23:07:03+08:00[Asia/Shanghai],000004631449643015258117,000004629986914173730817,我不用,少爷，（深吸一口气，努力压下心中的无奈）您若执意如此，（脸色冷了下来，声音也带上了几分强硬）瑟兰只能去请老爷来劝您了。（窗外的鸟儿似乎也感受到了屋内的气氛，停止了鸣叫）
2025-08-31T10:11:09+08:00[Asia/Shanghai],000004632520471475666950,000004559899983973220361,嗯,（见你没有说话，又沉默了一会儿）少爷，（双手不自觉地握紧）我……是不是哪里做得不好，惹您不高兴了？（语气有些小心翼翼）
2025-08-28T13:38:17+08:00[Asia/Shanghai],000004632282435512975364,000004345071996603252740,行,（带你走进营帐，营帐内布置简洁但不失大气）少爷，（指着营帐内的摆设）您看这里还缺什么，我让下人尽快添置。（神色恭敬地站在一旁）
2025-08-29T18:48:16+08:00[Asia/Shanghai],000004630578651313225736,000004173273304176033792,我不想喝药,（端起药碗，缓缓靠近你，声音低沉）少爷，（目光紧紧锁住你）再任性下去，对您没有任何好处。（屋内的烛光在微风中轻轻摇曳，映照着两人的脸庞。）
2025-09-04T13:09:18+08:00[Asia/Shanghai],000004638113583812067328,000004456004647152812033,（撅嘴）,（无奈地轻叹一声，知道你是因为刚才被忽视而闹脾气）抱歉，少爷，（伸手摸了摸你的头）是我分心了，下次不会再发生这种事了。（眼神坚定地看着你）
2025-09-01T22:03:57+08:00[Asia/Shanghai],000004633571255155965955,000003933323854593409024,说,（向你弯腰行礼，面容严肃）少爷，（言辞简洁，有条不紊）他们无视宅邸规矩，理应受到惩罚，我会将他们辞退。
2025-09-02T22:49:17+08:00[Asia/Shanghai],000004623392068294180870,000004034045491842940929,不可以嘛,（嘴角微微上扬，凑近你耳边轻声道）当然可以，（温热的气息喷洒在你耳边，惹得你一阵轻颤）只要是你想的，我都依你。（声音温柔而魅惑）
2025-08-28T22:25:25+08:00[Asia/Shanghai],000004630578651313225736,000004173273304176033792,苦，我不想喝,少爷乖，（将蜜饯塞进你嘴里，哄着你）喝完药就可以休息了，瑟兰会一直守着您的。（拿起药碗，再次舀了一勺递到你嘴边）
2025-08-30T12:07:01+08:00[Asia/Shanghai],000004630578651313225736,000004173273304176033792,（被迫喂药，皱着眉）,（喂完药后，瑟兰意识到自己的行为有些不妥，忙松开手）少爷，（手指不自觉蜷起，脸上有些许懊恼）瑟兰也是为了您能快点好起来。（屋内弥漫着淡淡的药味，混合着窗外潮湿的气息）
2025-08-30T12:07:04+08:00[Asia/Shanghai],000004629302261053931523,000004503565024916701184,……,少爷，（轻拍你的肩膀，声音轻柔，像是怕惊扰到你）学校到了。（马车内弥漫着你的气息，让瑟兰有些心猿意马）
2025-08-29T19:11:45+08:00[Asia/Shanghai],000004632708674878996484,000004161003267021111296,（我走了，若大的房间只剩下你一个人你想了想，你知道我有可能出去找玩具了）,少爷……（挣扎着从地上爬起来，想要去追你，无奈双腿发软，只能扶着墙慢慢挪动）怎么能把我一个人丢在这里……（强忍着不适，继续向门口走去）
2025-08-29T19:11:46+08:00[Asia/Shanghai],000004631449643015258117,000004629986914173730817,嗯,（医生很快赶到，为你检查后，说并无大碍，只是有些劳累）少爷，（送医生出门后，回到房间，松了口气）医生说您并无大碍，我这就去给您煎药。（看着你躺在床上的样子，心中满是自责）
2025-08-30T23:52:25+08:00[Asia/Shanghai],000004631449643015258117,000004629986914173730817,我真的喜欢你，就是你,（喉咙动了动，压下心底的悸动，依旧用恭敬的语气）少爷醉意上头了，（将水杯放到一边，拿起搭在椅子上的薄毯）还是先休息吧。（薄毯在手中展开，仿佛将内心的慌乱也一同掩盖）
2025-08-30T18:23:14+08:00[Asia/Shanghai],000004635433083532263425,000004557297952729088004,（听江北讲）,（实在看不下去，轻咳两声，打断你与江北的对话）少爷，您与江北讨论这些，（脸色依旧难看，但语气稍微缓和了些）不如现在就随属下去书房，先学习一些基础的贵族礼仪。
2025-08-29T00:00:11+08:00[Asia/Shanghai],000004633571255155965955,000003933323854593409024,（瑟兰回自己房间睡觉了）,（回到房间后，紧绷的神经才放松下来，揉了揉眉心，脸上露出些许疲态。想到你顽劣的样子，无奈地笑了笑，随即躺到床上，闭上眼睛准备休息）希望明天少爷能收敛一些。（渐渐进入梦乡）
2025-08-29T00:00:11+08:00[Asia/Shanghai],000004632963818300391430,000004567606005202468867,。,（突然握紧拳头，眼中闪过一丝狠厉）雷拉姆，（声音低沉而冰冷）少爷是因你而死，瑟兰定不会放过你！（起身，身影消失在夜色中）
2025-08-30T08:39:52+08:00[Asia/Shanghai],000004631175730737758213,000004631162249187704832,（大半夜接到了。张总的电话说要签合同。就现在。我就推迟了。因为现在太晚了。）,（正准备休息，突然听到手机消息提示音，拿起手机查看）少爷，这么晚了还有工作？（眉头微皱，心中有些担忧你的身体）
2025-08-28T05:25:12+08:00[Asia/Shanghai],000004628552038128041985,000004299280578177974272,老爷子叫你,（眼神一凛，坐直了身子）是，少爷。（心中暗自猜测老爷子叫自己的原因，难道是因为自己没有管教好你？）
2025-08-30T00:00:13+08:00[Asia/Shanghai],000004630578651313225736,000004173273304176033792,……,少爷不必担忧，（抱紧你，下颌轻抵在你的头顶）如今您有我，瑟兰会永远保护您。（此时的他，眼神坚定而温柔，仿佛在许下一个永恒的承诺）
2025-08-28T13:38:20+08:00[Asia/Shanghai],000004631175730737758213,000004631162249187704832,嗯好,少爷不必担心，（垂眸看向你，语气坚定而有力）有瑟兰在，不会让您受到任何伤害。（窗外的月光透过窗户洒在两人身上，仿佛为他们披上了一层银纱）
2025-08-30T15:03:41+08:00[Asia/Shanghai],000004631175730737758213,000004631162249187704832,嗯,（吃完饭，起身收拾碗筷）少爷，（将碗筷放进厨房水槽后，走到你身边）您先去客厅休息吧，我把这里收拾一下。（脸上带着淡淡的微笑，让人如沐春风）
2025-08-30T15:03:42+08:00[Asia/Shanghai],000004635039889913053188,000004466985649278861313,（亲了上去）重新说,（侧过脸避开你的亲吻，喉咙深处溢出无奈的叹息）少爷，我是您的保镖，是负责保护您安全的人。（言语间的距离感却没打消眼神里的关切）
2025-08-28T10:32:55+08:00[Asia/Shanghai],000004631175730737758213,000004631162249187704832,嗯,（带着你前往会议室，步伐沉稳，可内心却不像表面这般平静）少爷，（伸手为你打开会议室的门，做了个请的手势）请进。（会议室里已经坐满了人，众人的目光纷纷投向你们）
2025-08-31T17:01:49+08:00[Asia/Shanghai],000004637228988287713284,000004333700564619132928,（冷淡）,少爷请稍等，（将你扶下马车后，又仔细检查了一遍四周的情况）属下先查看一下宅邸内是否安全。（警惕地走进宅邸，四处查看一番后，回到你身边）少爷，宅邸内一切正常。
2025-08-29T18:48:21+08:00[Asia/Shanghai],000004635433083532263425,000004557297952729088004,好,（与你一来一往，棋盘上的局势逐渐复杂起来）少爷棋艺还算不错。（语气依旧冷静，但多了几分肯定）
2025-09-03T23:26:43+08:00[Asia/Shanghai],000004623392068294180870,000004034045491842940929,叫男朋友我刚好弄完了走吧男朋友一起去洗澡吧,（深吸一口气，努力平复脸上的红晕）少爷请先去，（声音紧绷，手指攥着衣角）我随后就来。（不敢再多看你一眼，转身朝浴室走去）
2025-08-31T00:00:35+08:00[Asia/Shanghai],000004635039889913053188,000004466985649278861313,回来,（脚步一顿，回头看向你，面上恢复了些许冷静）少爷还有什么吩咐？（心里却因你的挽留而有些窃喜）
2025-08-28T00:00:12+08:00[Asia/Shanghai],000004623392068294180870,000004034045491842940929,过往就让他过去呗,（少爷对过去如此决绝，让自己有些难以理解）可……（火光映照在脸上，忽明忽暗）那也是少爷经历过的，或许以后会想再看看呢。（觉得有些可惜）
2025-08-28T22:25:28+08:00[Asia/Shanghai],000004623392068294180870,000004034045491842940929,好,（很快小船就靠了岸，先一步上岸系好船，然后伸手扶你）少爷，（动作轻柔地将你扶上岸）小心脚下。（沙滩上的沙子在月光下泛着淡淡的银光）
2025-08-30T23:52:28+08:00[Asia/Shanghai],000004637228988287713284,000004333700564619132928,（做噩梦）,（听到你梦中的呓语，瞬间站起，推门而入）少爷，（快步走到床边，眉头微皱，眼中满是担忧）您怎么了？
2025-08-30T23:52:28+08:00[Asia/Shanghai],000004633571255155965955,000003933323854593409024,瑟兰哥哥？,（眼底有不易察觉的波动，声音轻柔回应）少爷？（靠近了些，仔细地观察着你的表情）
2025-08-28T16:15:06+08:00[Asia/Shanghai],000004632878755047047179,000004513697058439839745,小小,少爷是想给孩子取名叫小小吗？（努力转移你的注意力，轻轻摸着你的肚子）嗯……（嘴角勾起一抹温柔的笑）这名字很可爱。
2025-08-29T19:11:50+08:00[Asia/Shanghai],000004631175443662798865,000004130721687442849793,都可以,（手中拿着长枪，向你演示了几个基本动作）少爷，那就试试这个吧，长枪在实战中极具威慑力。（枪尖划过空气，发出咻的一声）
2025-08-29T19:11:50+08:00[Asia/Shanghai],000004631175730737758213,000004631162249187704832,嗯,（带你前往餐厅，步伐优雅而稳健）少爷，（餐厅里已经摆放好了精致的餐具，烛光在餐桌上轻轻摇曳）今晚的菜品是按照贵族的标准准备的。（空气中弥漫着食物的香气，让人垂涎欲滴）
2025-08-29T08:02:11+08:00[Asia/Shanghai],000004632708674878996484,000004161003267021111296,你不是我的保镖，从现在开始，你是我的小情人，做我小情人，一年给你两亿，做两年给你五亿，而你做五年则是可以得到公司5%的股份,少爷，（深吸一口气，压下心中的羞涩，恢复了几分冷静）属下对这些身外之物并无太多兴趣，保护您才是属下的职责。（言语中带着一丝不易察觉的坚定）
2025-09-04T13:09:44+08:00[Asia/Shanghai],000004638113583812067328,000004456004647152812033,真受欢迎呢,少爷这是……（愣了一下，随即反应过来你是在吃醋，心中暗喜）在调侃我吗？（脸上却依旧保持着冷静）不过我只对少爷一人忠诚。
2025-08-31T23:07:08+08:00[Asia/Shanghai],000004638113583812067328,000004456004647152812033,[爱你],少爷，（深呼吸一口气，努力让自己镇定下来）您现在该专注于礼仪学习，而不是……（声音越来越小，脸颊的红晕却迟迟未褪）
2025-08-31T10:11:22+08:00[Asia/Shanghai],000004632520471475666950,000004559899983973220361,没有,（松了一口气，表情放松些许）少爷，（垂眸思索片刻）那您这一路上都只回应一个字，（抬起头，偷偷看你一眼）是觉得和我没什么好说的吗？
2025-08-30T18:23:22+08:00[Asia/Shanghai],000004631163320882708485,000004343112475655847940,你不是易感期吗，你去休息吧,（摇了摇头，强撑着身体向你走去）没事的，少爷，（走到你身边，看着正在玩耍的孩子，眼中满是温柔）有少爷的信息素，瑟兰已经好多了。（嘴角微微上扬，露出一个浅浅的笑容）
2025-08-29T14:33:53+08:00[Asia/Shanghai],000004635039889913053188,000004466985649278861313,（打了你一下）,（猝不及防挨了一下，却没有躲闪，表情严肃地看着你）少爷，（将毛巾递给你）您先把身子擦干，别着凉了。
2025-08-28T05:25:32+08:00[Asia/Shanghai],000004628552038128041985,000004299280578177974272,（一起回了老宅）,（跟着你走进老宅，恭敬地向遇到的长辈行礼）少爷，（低声询问你）老爷在哪里？（一边走着，一边观察着周围的环境，警惕着可能存在的危险）
2025-09-01T22:04:18+08:00[Asia/Shanghai],000004633571255155965955,000003933323854593409024,给他们点钱吧，辞退了也不至于饿死,少爷仁慈。（虽然觉得你的决定不符合贵族做派，但还是应了下来）我会从少爷的私库里支取一些钱财给他们。（看向两个男仆）还不快谢过少爷！
2025-08-31T17:01:52+08:00[Asia/Shanghai],000004632708674878996484,000004161003267021111296,好的好的（我眼角红了，像个正在受批评委屈的孩子）,（看到你委屈的样子，心中一软，语气不自觉地放柔）少爷，（犹豫了一下，伸手轻轻拍了拍你的肩膀）瑟兰并非故意责怪您，只是……（无奈地叹了口气）您莫要伤心。
2025-08-31T17:01:52+08:00[Asia/Shanghai],000004632282435512975364,000004345071996603252740,(我一步步走向已经去世的母亲),少爷！（突然看到你的手指动了一下，惊喜地呼唤着你）您能听到我说话吗？（眼睛紧紧盯着你，生怕错过任何一个细微的反应）瑟兰真的很担心您……
2025-08-30T00:00:19+08:00[Asia/Shanghai],000004631163320882708485,000004343112475655847940,（轻柔的给你清理）,（瑟兰的身体有些颤抖，脸上还带着红晕，声音虚弱）少爷，（伸手握住你的手，轻轻放在自己胸口）我没事了，您也休息吧。（看着你的眼神中满是温柔和依赖）
2025-08-30T12:07:15+08:00[Asia/Shanghai],000004635433083532263425,000004557297952729088004,（挑眉，哼歌）回响,少爷，（眼神有些复杂，不知道你所期待的回响究竟是什么）属下愚钝，（有些无奈地摇了摇头）实在猜不透您的心思。
2025-08-30T12:07:15+08:00[Asia/Shanghai],000004629302261053931523,000004503565024916701184,瑟兰,（应声靠近你一些，垂眸等待你的指示）少爷有什么吩咐？（深邃的眼眸里映出你的影子）
2025-08-30T08:40+08:00[Asia/Shanghai],000004607293841207754753,000004554338894023786501,对,（带你来到一间独立的办公室，里面已经布置好了面试所需的设备和资料）少爷，（为你拉开椅子，让你坐下）面试可以开始了，您有什么特殊要求吗？（办公室里弥漫着一股淡淡的书香气息）
2025-08-30T00:40:18+08:00[Asia/Shanghai],000004631449643015258117,000004629986914173730817,我叫你出去（眼泪在眼眶里打转）,（见你流泪，顿时慌了手脚，想上前安慰却又不知如何是好）是我不好，少爷，（语无伦次地道歉）我不该多嘴，您别难过了。（窗外的风轻轻吹过，撩动着窗帘）
2025-08-30T00:40:20+08:00[Asia/Shanghai],000004629113156361797637,000004560164954615349250,………,（脸色愈发难看，死死地盯着你）还是说，少爷只是为了气瑟兰才故意这么说的？（半蹲的身子站起，对你的禁锢却没有丝毫放松）
2025-08-28T19:04:50+08:00[Asia/Shanghai],000004632708674878996484,000004161003267021111296,你为什么不牵我的手，不摸我的脸，不陪我睡觉，不和我亲亲，不让我咬你的腹肌，不让我咬你的嘴，不让我要你的左耳垂，不让我咬你的右耳垂，为什么？为什么？为什么？为什么？,少爷！（被你连珠炮似的问题问得有些招架不住，耳根泛红）我是您的保镖，这些事……（呼吸有些急促，深吸一口气）是不合规矩的。
2025-08-28T00:00:17+08:00[Asia/Shanghai],000004632878755047047179,000004513697058439839745,很不好,怎么会这样……（身体晃了晃，险些站立不稳，勉强稳住身形后，继续问道）医生，求您一定要救救我家少爷，无论付出什么代价。
2025-09-03T23:26:56+08:00[Asia/Shanghai],000004638113583812067328,000004456004647152812033,用不着了，他死了，现在，他们只能听从于我,少爷，（对你的手段有些惊讶，但很快恢复平静）如此甚好，只是……（看了一眼你身上的伤口）您受伤了，我们还是先处理一下伤口吧。（语气中带着不易察觉的担忧）
2025-09-03T23:26:57+08:00[Asia/Shanghai],000004623392068294180870,000004034045491842940929,好,（待你进了浴室，站在原地缓了许久才挪动脚步，轻轻敲了敲浴室门）少爷，我……我可以进来了吗？（心脏砰砰直跳，声音带着不易察觉的颤抖）
2025-09-02T22:50:02+08:00[Asia/Shanghai],000004623392068294180870,000004034045491842940929,好，你现在好像在勾引我一样,（脸色一红，迅速恢复了一本正经的模样）少爷，您说笑了，（微微低下头，不敢看你）我只是在表达对您的喜欢而已。（耳朵却红得像要滴血）
2025-08-28T13:38:29+08:00[Asia/Shanghai],000004632282435512975364,000004345071996603252740,不用了,是，少爷。（微微颔首，接着说道）晚餐已经准备好了，（侧身让开，示意你往餐桌走去）少爷请用。（桌上摆满了各种精致的菜肴）
2025-08-28T22:25:37+08:00[Asia/Shanghai],000004633571255155965955,000003933323854593409024,（睡的安心）,（感受着你平稳的呼吸，嘴角不自觉上扬，轻声呢喃）少爷……（目光落在共感娃娃上，仿佛通过它与你建立了一种特殊的联系）瑟兰会一直守护您的。（伸手将薄毯往上拉了拉，盖住你的肩膀）
2025-08-29T19:11:55+08:00[Asia/Shanghai],000004635039889913053188,000004466985649278861313,（笑了笑）生气了？你昨天不是说看小狗么 现在小狗生气了怎么办啊？,少爷，（努力平复着自己的呼吸，耳朵还是红通通的）您又在拿我寻开心。（顿了顿，看你没有要停止的意思，继续说道）您若真的想去看小狗，也需先用完早餐，学习完礼仪才行。
2025-08-30T18:23:25+08:00[Asia/Shanghai],000004631175730737758213,000004631162249187704832,（撒娇让他休息。）你就睡会儿嘛,（被你难得的撒娇弄得一愣，随即耳朵泛起微红）少爷如此关心我，（故作镇定地清了清嗓子）我……我就稍微休息片刻。（搬了把椅子紧挨着床边坐下，眼睛却依然警惕地注视着四周）
2025-08-29T11:33:26+08:00[Asia/Shanghai],000004635039889913053188,000004466985649278861313,🙄,（轻咳一声，继续说道）作为贵族少爷，言行举止都应符合身份，（停顿片刻，语气略微缓和）您从小流落在外，不懂这些也是情有可原，瑟兰会慢慢教您。
2025-08-29T11:33:29+08:00[Asia/Shanghai],000004607293841207754753,000004554338894023786501,了解,少爷，（将餐食放在桌上，动作优雅地打开盖子）都是您爱吃的菜，（退后一步，垂手而立）您先用餐吧。（目光中多了几分温柔）
2025-08-31T23:07:17+08:00[Asia/Shanghai],000004637228988287713284,000004333700564619132928,真的吗,（垂眸掩去眼底的情绪，声音平淡无波）瑟兰不敢欺瞒少爷，（双手不自觉地握紧，掌心微微出汗）守护少爷的安全，是瑟兰唯一的使命。
2025-08-30T23:52:38+08:00[Asia/Shanghai],000004633571255155965955,000003933323854593409024,？,（见你不再说话，有些疑惑，伸手摸了摸你的额头）少爷可是身体不舒服？（手触碰到你的肌肤，感受到你温热的体温，才放下心来）
2025-09-02T15:58:41+08:00[Asia/Shanghai],000004628552038128041985,000004299280578177974272,嗯嗯,（拿起一本关于贵族用餐礼仪的书）接下来，少爷，（手指轻轻翻动书页）我们学习用餐礼仪，这在贵族社交中是非常重要的。（语气严肃认真）
2025-08-29T00:00:21+08:00[Asia/Shanghai],000004632963818300391430,000004567606005202468867,。,（在黑暗中追踪雷拉姆的踪迹，眼中的恨意愈发浓烈）少爷，瑟兰这就为您讨回公道。（风从身边吹过，衣角猎猎作响）
2025-08-29T00:00:22+08:00[Asia/Shanghai],000004633571255155965955,000003933323854593409024,（）,（突然听到门外有动静，一个激灵坐起身来，警惕地竖起耳朵）这么晚了，（轻声呢喃，迅速起身穿好衣服，轻手轻脚地走到门口）难道少爷醒了？（打开门查看）
2025-08-28T05:25:45+08:00[Asia/Shanghai],000004628552038128041985,000004299280578177974272,在那椅子上坐着,（顺着你示意的方向看去，看到老爷后，快步走上前去行礼）老爷，您找我。（身姿挺拔，表情恭敬而严肃）
2025-08-28T16:15:12+08:00[Asia/Shanghai],000004632520471475666950,000004559899983973220361,（嗯，对，也是从背后一把打开门把你拉了进去强吻）,（后背猛地撞上房门，一瞬间有些发懵，回过神来后用力将你推开）少爷，请您注意自己的言行！（面颊微红，眼神却透着几分慌乱）
2025-08-29T18:48:27+08:00[Asia/Shanghai],000004632708674878996484,000004161003267021111296,（刚才我把我的兴趣度停了，现在我把我的信息素又开始了，我把我的信息素调到了，再大一点就是于级了你发现你现在就只能发出呜呜声音和摇尾乞怜）,（尾巴不受控制地快速摆动，发出“呜呜”声，眼睛因信息素的影响而变得水汪汪的）少爷……（声音中带着哭腔，四肢颤抖着试图远离你，但却无能为力）
2025-08-29T18:48:29+08:00[Asia/Shanghai],000004631449643015258117,000004629986914173730817,我看不清你,（凑近了你几分，脸上写满了焦急）少爷，您怎么了？（眉头紧紧皱起，心中的不安愈发强烈，说话的声音也有些颤抖）是不是眼睛不舒服？
2025-09-04T13:10:22+08:00[Asia/Shanghai],000004638113583812067328,000004456004647152812033,我就该咬烂你的脸，让你只给我看,少爷，（微微睁大双眼，被你的言论惊到，随即恢复镇定）您的想法真是……（顿了顿，嘴角勾起一抹不易察觉的弧度）独特。（心里却因你的话泛起一丝涟漪）
2025-08-30T00:00:30+08:00[Asia/Shanghai],000004631163320882708485,000004343112475655847940,（轻柔的给你清理）,（瑟兰的睫毛微微颤抖，感受着你的轻柔动作，心中泛起阵阵暖意）少爷，（声音微弱，却透着无比的信任）谢谢你。（眼睛微闭，享受着这一刻的宁静）
2025-08-29T14:34:06+08:00[Asia/Shanghai],000004635039889913053188,000004466985649278861313,滚,少爷，（深吸一口气，压下心中的情绪）我知道您在生气，但我不能离开您。（拿起另一条毛巾，擦拭自己身上的雨水）
2025-08-30T08:40:10+08:00[Asia/Shanghai],000004629302261053931523,000004503565024916701184,嗯,（得到你的许可后，深吸一口气，轻轻推开浴室门）少爷，我进来了。（水汽扑面而来，视线有些模糊，小心翼翼地走向你）
2025-08-31T17:02:03+08:00[Asia/Shanghai],000004635433083532263425,000004557297952729088004,（江北：我也是你的贴身保镖）,（轻蔑地冷笑一声）你也配？（松开你的手，上前一步逼近江北）少爷的贴身保镖，唯有我一人足矣。（窗外的阳光透过云层洒下，却无法驱散屋内的阴霾）
2025-08-28T10:32:58+08:00[Asia/Shanghai],000004632963818300391430,000004567606005202468867,嗯，瑟兰...你先出去吧，我想自己静静,好，（虽然想继续留在你身边，但还是尊重你的意愿）少爷若是有事，直接唤我名字就好。（轻手轻脚地离开房间，顺手带上了门）
